684670,https://techplay.jp/event/684670/,ひとり情シス、社内SE必見「セキュリティ対策 “Do it yourself”セミナー」- 政府機関で慣らしたコンサルの手法で解決 -,2018/07/23,15:00〜17:00,アイオス永田町2Fセミナールーム東京都千代田区永田町2-17-17アイオス永田町2F,0,20
685216,https://techplay.jp/event/685216/,AI概要入門(制度・政策・倫理編),2018/08/12,13:00〜17:00,(株)HCI 本社工場 2F 会議室大阪府泉大津市式内町6-30,5,""
685217,https://techplay.jp/event/685217/,夏のラズパイオーディオミートアップ in ODC2018,2018/08/26,13:00〜20:00,日本工学院専門学校 蒲田キャンパス東京都大田区西蒲田5-23-22,"",140
685218,https://techplay.jp/event/685218/,ラズパイオーディオハンズオン in ODC2018,2018/08/26,10:00〜12:00,日本工学院専門学校 蒲田キャンパス東京都大田区西蒲田5-23-22,"",20
685219,https://techplay.jp/event/685219/,第23回CoderDojo久留米　メンター(スタッフ)・見学用,2018/08/18,13:30〜17:00,Mekuruto福岡県久留米市中央町11-1(第一田中ビル2階),Muu,""
685220,https://techplay.jp/event/685220/,第23回CoderDojo久留米,2018/08/18,14:00〜16:30,Mekuruto福岡県久留米市中央町11-1(第一田中ビル2階),2,10
685221,https://techplay.jp/event/685221/,Pythonもくもく自習室 #13 @ Rettyオフィス,2018/09/01,11:00〜19:00,Retty株式会社 麻布十番オフィス東京都港区三田一丁目4番1号 (住友不動産麻布十番ビル3F),1,18
685222,https://techplay.jp/event/685222/,CoderDojo豊橋の開校について（8月の開催予定）,"
                    2018/08/03
                    16:30〜
                ",,豊橋創造大学D22ゼミ室〒440-0016 愛知県豊橋市牛川町松下２０−１,11,30
685223,https://techplay.jp/event/685223/,【vol.455】◆操作Step2◆ SEO&集客セミナー,2018/08/25,15:30〜17:30,session STUDIO（バックステージ内）大阪市西区京町堀1-8-31 安田ビル2F,"",8
685227,https://techplay.jp/event/685227/,【vol.446】知らないと成果が上がらない〜基本操作のおさらいアラカルト〜,2018/08/20,10:30〜12:00,session STUDIO（バックステージ内）大阪市西区京町堀1-8-31 安田ビル2F,"",8
685238,https://techplay.jp/event/685238/,子どもヘボテック：はじめてのプログラミング,2018/08/15,13:30〜15:30,東京都新宿区新宿 ビクセル新宿１F パセラのコワーク東新宿店,1,4
685244,https://techplay.jp/event/685244/,iOSアプリ開発 オンラインもくもく会 #04,2018/07/21,13:00〜17:00,Twitter,w,""
685246,https://techplay.jp/event/685246/,【プログラミング初心者向け】2時間で速習！Python文法講座,2018/07/18,19:30〜22:00,サイバーブレイン株式会社新宿区高田馬場4-18-2  (富久正ビル 204号),"",8
685247,https://techplay.jp/event/685247/,夜活Python 入門編 in 池袋,2018/07/19,20:00〜21:30,池袋サンシャインシティ tully's coffee  アルパ店東京都豊島区東池袋3-1-2,"",3
685248,https://techplay.jp/event/685248/,[第9回] Django 2.0 で Webアプリケーション作る会,2018/07/20,19:00〜21:00,アメリエフ株式会社東京都港区芝4-12-2 (クロスサイド田町ビル６階),1,8
685249,https://techplay.jp/event/685249/,夜活Python 入門編 in 池袋,2018/07/20,20:00〜21:30,池袋サンシャインシティ tully's coffee  アルパ店東京都豊島区東池袋3-1-2,"",3
685250,https://techplay.jp/event/685250/,第16回　CoderDojo Hitachinaka,2018/08/12,13:30〜15:30,ふぁみりこらぼひたちなか市石川町11-1,"",7
685255,https://techplay.jp/event/685255/,【初心者向け】Python基礎マンツーマン講座,2018/07/31,09:00〜11:00,STARBUCKS（スターバックス）新大手町ビル店東京都千代田区大手町2-2-1 新大手町ビル1階,"",1
685266,https://techplay.jp/event/685266/,どんなにWeb集客が苦手でも、９０日でグーッと利益を２倍にする講座,2018/07/16,11:00〜12:00,大阪府大阪市北区角田町７−１０ ロンドンティールーム 阪急百貨店メンズ館店,"",2
685273,https://techplay.jp/event/685273/,IT初心者の為の渋谷もくもく会＃3,2018/07/28,16:00〜18:00,Connecting The Dots SHIBUYA渋谷区神南1-20-7 川原ビル４階,1,6
685274,https://techplay.jp/event/685274/,【大阪】Unityコードレビュー/モブプロ会,2018/07/19,13:00〜18:00,Kiiiya Hommachi大阪市中央区本町4丁目7-7-303,4,5
685275,https://techplay.jp/event/685275/,scikit-learnとTensorFlowによる実践機械学習輪読会#8,2018/07/20,19:15〜21:30,新宿溝口クリニック東京都新宿区新宿2-3-11-4F,2,30
685276,https://techplay.jp/event/685276/,Hour of Code夏休み プログラミング in 豊橋創造大学,2018/08/25,10:00〜15:00,"豊橋創造大学　D棟2F　D22,23教室（予定）〒440-0016 愛知県豊橋市牛川町松下２０−１",9,35
685286,https://techplay.jp/event/685286/,えむぼま／ AWS Cloud Express Roadshow in 松山 クラウド＆IoTセミナー,2018/07/26,14:00〜17:00,愛媛CATV 5F セミナールーム愛媛県松山市大手町1-11-4,"",100
685288,https://techplay.jp/event/685288/,第30回コーダー道場札幌東 開催！,2018/07/21,10:00〜12:00,札幌産業振興センター札幌市白石区東札幌5条1丁目1－1,16,20
685289,https://techplay.jp/event/685289/,第43回 ベイサイド プログラミングもくもく会@マスマス,2018/07/31,18:00〜20:30,mass × mass神奈川県横浜市中区北仲通3-33 (関内フューチャーセンター 神奈川県中小企業共済会館),"",16
685290,https://techplay.jp/event/685290/,第15回 学生エンジニアLT大会！！！ in 岡山,2018/08/04,13:00〜17:30,KLab Inc. 岡山事業所 1F岡山県岡山市北区錦町５ ＫＬａｂ（株）,"",20
685291,https://techplay.jp/event/685291/,体験会 at CoderDojo 下北沢,2018/08/05,13:30〜14:30,下北沢OSSカフェ東京都世田谷区代田6-11-14-G1,"",6
685292,https://techplay.jp/event/685292/,量子情報勉強会 |57>,2018/08/25,13:00〜17:00,（株）ねこねこエンジニアリング〒101-0032 東京都千代田区岩本町２丁目１０−９,6,12
685303,https://techplay.jp/event/685303/,AI x IoT縛りの勉強会! ラズパイで組み込みAIやってみよう,2018/07/23,19:00〜21:30,DMM.make AKIBA東京都千代田区神田練塀町3富士ソフト秋葉原ビル,"",22
685304,https://techplay.jp/event/685304/,【全3回】プロジェクトマネジメント入門 #1,2018/07/28,16:00〜18:00,水道橋駅付近千代田区西神田2-7-14 YS西神田ビル2F,1,7
685305,https://techplay.jp/event/685305/,[Math & Coding分科会]測度論#09〜,2018/07/28,09:30〜12:30,大阪市内大阪市中央区中之島,2,10
685307,https://techplay.jp/event/685307/,【全3回】【Linux入門シリーズ】Linux実践演習 #2,2018/07/29,13:00〜15:00,水道橋付近千代田区西神田2-7-14 YS西神田ビル2F,"",12
685308,https://techplay.jp/event/685308/,【全3回：初心者向けRaspberry Pi講座】第3回「Raspberry Piで自由課題に挑戦」,2018/08/23,13:00〜17:00,Scribble Osaka Lab（SOL） （大阪メトロ御堂筋線「淀屋橋」駅１番出口より徒歩４分）（大阪市北区西天満二丁目５番３号・堂島深川ビル３階）,"",15
685309,https://techplay.jp/event/685309/,【全3回：初心者向けRaspberry Pi講座】第2回「Raspberry Piで物体検出」,2018/08/16,13:00〜17:00,Scribble Osaka Lab（SOL） （大阪メトロ御堂筋線「淀屋橋」駅１番出口より徒歩４分）（大阪市北区西天満二丁目５番３号・堂島深川ビル３階）,1,15
685310,https://techplay.jp/event/685310/,【全3回：初心者向けRaspberry Pi講座】第1回「Raspberry Piでディープラーニング」,2018/08/09,13:00〜17:00,Scribble Osaka Lab（SOL） （大阪メトロ御堂筋線「淀屋橋」駅１番出口より徒歩４分）（大阪市北区西天満二丁目５番３号・堂島深川ビル３階）,1,15
685311,https://techplay.jp/event/685311/,CoderDojo長岡京〜小中学生のためのプログラミング道場〜 41回目,2018/08/05,13:30〜16:15,長岡京コワーキングスペース〒617-0826 京都府長岡京市開田４丁目２−９ ヘルプビル3F,3,13
685325,https://techplay.jp/event/685325/,仕事で使える『Python』を学ぼう！ 　～Raspberry Piハンズオン～,2018/07/30,13:00〜17:00,国際産業技術株式会社　セミナールーム千代田区神田錦町1－1　神田橋安田ビル3階,0,10
685326,https://techplay.jp/event/685326/,第312回よちよちAndroidオフライン開発ミーティング in 大崎,2018/07/22,10:00〜12:30,ゲートシティ大崎、アトリウム東京都品川区大崎1丁目11−1,1,""
685327,https://techplay.jp/event/685327/,【初心者歓迎】0から3ヶ月でエンジニアになる勉強会 #1,2018/07/25,19:30〜21:30,渋谷@貸し会議室 レンタルスペース【HIDAMARI】東京都渋谷区桜丘町29-35 ヴィラ桜ヶ丘 305号室,9,12
685329,https://techplay.jp/event/685329/,[秋葉原] VRもくもく会,2018/07/20,19:15〜21:30,コワーキングスペース秋葉原Weeyble東京都千代田区神田須田町２丁目１９−２３ (野村第３ビル ４階),"",8
685332,https://techplay.jp/event/685332/,03①東京：ユーザー視点でわかりやすいサイトを作る〜UI設計のツボ,2018/08/04,16:30〜20:30,８階・小会議室東京都千代田区神田鍛冶町3-2-2  エッサム神田ホール１号館,"",12
685333,https://techplay.jp/event/685333/,02東京：UIデザインの常識を改める「認知学から学ぶUIの基本」,2018/08/04,13:00〜16:00,８階・小会議室東京都千代田区神田鍛冶町3-2-2  エッサム神田ホール 1号館,"",8
685334,https://techplay.jp/event/685334/,01東京：ユーザー視点のUIデザインへのヒント「街中のサイン表示」,2018/08/04,09:30〜12:00,８階・小会議室東京都千代田区神田鍛冶町3-2-2  エッサム神田ホール 1号館,"",12
685335,https://techplay.jp/event/685335/,メンター向けプログラミング道場：メンター広場7回目@本町,2018/07/31,19:00〜21:00,本町オープンソースラボ（株式会社SOU）大阪市中央区瓦町3-4-9 ステーツ本町ビル8F,2,6
685347,https://techplay.jp/event/685347/,よちよちAndroid名古屋支部 第65回オフライン開発ミーティング,2018/07/22,09:00〜12:00,名古屋市市民活動センター愛知県名古屋市中区栄3-18-1(ナディアパークデザインセンタービル6階),1,""
685348,https://techplay.jp/event/685348/,05東京：ユーザー視点で作る「UI性能が高いサイト設計＆提案書」,2018/08/26,13:00〜19:00,７階・小会議室東京都千代田区内神田3-24-5 エッサム神田ホール２号館,1,6
685349,https://techplay.jp/event/685349/,04東京：ブランド価値を高めていく「ユーザー視点のUIデザイン」,2018/08/05,17:30〜21:00,８階・小会議室東京都千代田区神田鍛冶町3-2-2  エッサム神田ホール１号館,"",12
685359,https://techplay.jp/event/685359/,【京都】WordPress超初心者から3時間でHPを作っちゃう講座,2018/08/26,10:00〜13:00,この講座の開催場所は予約者のみ開示されます,1,5
685360,https://techplay.jp/event/685360/,【特典付】WordPress超初心者も3時間でHPを作れちゃう講座,2018/08/11,09:00〜12:00,ワールド会議室大阪府大阪市淀川区西中島６丁目２−３ チサンマンション第７新大阪908号室,"",10
685392,https://techplay.jp/event/685392/,GCPUG 茨城 #2 「Google Cloud Platformを勉強しよう」,2018/07/21,13:15〜15:00,みと地域ＩＴセンター茨城県水戸市梅香１丁目２−４（ALPHA梅山ビル 1F）,1,15
685393,https://techplay.jp/event/685393/,「統計的学習理論」勉強会,2018/07/22,08:00〜09:00,"",1,15
685395,https://techplay.jp/event/685395/,第31回CoderDojo浜松,2018/08/19,13:30〜15:30,鴨江アートセンター 201号室浜松市中区鴨江1番地,1,""
685401,https://techplay.jp/event/685401/,HTML5とか井戸端会議#26,2018/08/11,09:00〜11:45,上大岡コミュニティハウス神奈川県横浜市港南区上大岡東２丁目９−３８,1,30
685402,https://techplay.jp/event/685402/,Cloud Developer - docker #1 (初心者向け),2018/08/25,00:30〜17:00,エクシード・ワン 8Fセミナールーム東京都千代田区神田錦町3-14 神田錦町ミハマビル8F,7,40
685411,https://techplay.jp/event/685411/,【初心者歓迎】第４回深夜のRailsもくもく会【北九州】,2018/07/20,00:30〜03:00,ジョイフル前田店福岡県北九州市八幡東区前田１丁目１０−１５,2,4
685423,https://techplay.jp/event/685423/,大阪開催【IT・プログラミングに興味のある方向け】未経験でも分かる！Webサービス・アプリの作り方,2018/07/21,12:00〜13:30,billage OSAKA大阪市中央区本町4丁目2番12号 東芝ビル8F,"",30
685424,https://techplay.jp/event/685424/,Twitterライクなアプリを作って学ぶDapps開発入門ハンズオン,2018/07/22,13:00〜17:00,パズル浅草橋 会議室2階B室東京都台東区浅草橋5丁目２−３ （鈴和ビル２F）,"",2
685425,https://techplay.jp/event/685425/,第２５回 CoderDojo Mito（コーダー道場 水戸）,2018/07/22,13:30〜15:30,水戸市内原中央公民館茨城県水戸市内原町1395-6,"",16
685426,https://techplay.jp/event/685426/,Civic Hack Nights Ibaraki #12 シビックテックの井戸端会議,2018/07/27,19:00〜20:00,みと地域ＩＴセンター茨城県水戸市梅香１丁目２−４（ALPHA梅山ビル 1F）,"",20
685428,https://techplay.jp/event/685428/,Decentraland Meetup,2018/07/30,19:00〜21:30,"","",80
685443,https://techplay.jp/event/685443/,ITエンジニア、情シス担当者なりたての方のための、基本設計・RFP・RFI作成講座,2018/08/19,13:00〜17:00,クラウドセーフティ内東京都港区六本木七丁目15番17号7-F,"",10
685444,https://techplay.jp/event/685444/,【初心者向け】Ruby on Railsオンライン勉強会,2018/07/23,19:30〜21:00,skype上,"",5
685445,https://techplay.jp/event/685445/,深層学習による自然言語処理 輪読会 #1,2018/07/23,19:30〜21:30,水道橋駅周辺(三崎町交差点付近)東京都千代田区神田三崎町2 (水道橋駅三崎町交差点周辺),"",10
685446,https://techplay.jp/event/685446/,Optimized C++読書会 vol.32,2018/07/23,19:30〜21:00,フェンリル株式会社 大阪本社 大阪府大阪市北区大深町3-1 グランフロント大阪 北館 タワーB(オフィス)14F,1,15
685447,https://techplay.jp/event/685447/,[秋葉原] 基礎から学ぶVue.js 輪読会[chapter4] &もくもく勉強会,2018/07/23,19:30〜22:00,コワーキングスペース秋葉原Weeyble東京都千代田区神田須田町２丁目１９−２３ (野村第３ビル ４階),6,12
685448,https://techplay.jp/event/685448/,[秋葉原]３Hカジュアルゲームハッカソン,2018/07/23,19:00〜22:25,コワーキングスペース秋葉原Weeyble東京都千代田区神田須田町２丁目１９−２３ (野村第３ビル ４階),"",8
685450,https://techplay.jp/event/685450/,Shinjukuプログラミングもくもく #8,2018/07/28,11:00〜17:00,Repro株式会社東京都渋谷区代々木1丁目36-4 全理連ビル 6階,2,17
685452,https://techplay.jp/event/685452/,和歌山県×NTTドコモ　地方創生ハッカソン,"
                    2018/09/01
                    11:00〜
                ",,和歌山県データ利活用推進センター和歌山市東蔵前丁3-17（南海和歌山市駅ビル）,"",40
685453,https://techplay.jp/event/685453/,データから考える和歌山のミライセミナー,2018/09/13,13:30〜16:30,和歌山県データ利活用推進センター和歌山市東蔵前丁3-17（南海和歌山市駅ビル）,"",70
685473,https://techplay.jp/event/685473/,IT経営戦略セミナー：　人工知能・IoT・業務自動化からドローン体験・ドローン災害支援・クラウド活用や情報セキュリティ対策まで学ぶ2日間（無料）,"
                    2018/07/19
                    13:30〜
                ",,延岡市中小企業振興センター宮崎県延岡市東本小路121-1,"",20
685474,https://techplay.jp/event/685474/,和歌山デジもく会 #6　(和歌山デジタル工作もくもく会),2018/07/29,13:00〜18:00,株式会社正和情報サービス 2階会議室〒640-8226 和歌山県和歌山市小人町6番地,1,10
685477,https://techplay.jp/event/685477/,サーバー構築勉強会・セキュアWEBサーバー構築編　#031 in 横浜,2018/08/18,13:00〜18:00,MyDNS.JPユーザー会専用会議室(新杉田)横浜市金沢区富岡東1-5-20,"",5
685478,https://techplay.jp/event/685478/,Ruby勉強会@和歌山　#59,2018/07/29,13:00〜18:00,株式会社正和情報サービス 2階会議室〒640-8226 和歌山県和歌山市小人町6番地,2,10
685492,https://techplay.jp/event/685492/,一日まるごとどっぷり「JavaScript」,2018/08/19,10:00〜17:00,４階　集会室東京都中央区東日本橋2-22-4 中央区立産業会館,"",8
685493,https://techplay.jp/event/685493/,一日まるごとどっぷり「CSS3」,2018/08/18,10:00〜17:00,4階 集会室東京都中央区東日本橋2-22-4 中央区立産業会館,1,8
685495,https://techplay.jp/event/685495/,画像検索 Bot を作ってみよう,2018/07/31,13:00〜17:00,aiiima3 東京都渋谷区渋谷2-21-1 (渋谷ヒカリエ8階 8/（ハチ）),"",8
685496,https://techplay.jp/event/685496/,Adaptive Code ～ C#実践開発手法 第2版 読書会 #3,2018/07/23,19:30〜21:30,株式会社インプリム東京都中野区新井2-3-10　平井ビル202号室,"",8
685498,https://techplay.jp/event/685498/,【初参加歓迎】JavaScriptを学ぶReact/GraphQLアプリ開発塾 #28 ★恵比寿駅近,2018/07/25,19:00〜21:00,ギークオフィス恵比寿東京都 渋谷区恵比寿4-7-6,"",8
685499,https://techplay.jp/event/685499/,CoderDojoせんなん　第１０回道場,2018/07/28,10:00〜12:30,泉南市立樽井防災コミュニティセンター大阪府泉南市樽井5丁目14-12,"",10
685500,https://techplay.jp/event/685500/,Step-to-Rails-Expert.rb#21,2018/07/30,19:30〜21:00,株式会社Speee様東京都港区六本木4-1-4 (黒崎ビル4階),6,15
685501,https://techplay.jp/event/685501/,【初心者歓迎】プログラミング相談所【隔週開催 もくもく作業でもOK】,2018/08/18,15:00〜17:00,サークルアラウンド株式会社 オフィス東京都新宿区高田馬場1-31-8 高田馬場ダイカンプラザ1025,"",7
685503,https://techplay.jp/event/685503/,#5 dev.tworks,2018/08/09,18:30〜21:00,株式会社トレードワークス東京都千代田区一番町4-6 一番町中央ビル 2階　株式会社トレードワークス,1,5
685505,https://techplay.jp/event/685505/,【初心者歓迎】プログラミング相談所@高田馬場【もくもく作業でもOK】,2018/08/18,15:00〜17:00,サークルアラウンド株式会社 オフィス東京都新宿区高田馬場1-31-8 高田馬場ダイカンプラザ1025,"",3
685506,https://techplay.jp/event/685506/,よちよち.rb 第130回,2018/07/23,20:00〜22:00,株式会社ヴァル研究所東京都杉並区高円寺北2-3-17,"",20
685509,https://techplay.jp/event/685509/,WCAN 2018/09/15「Web ページを高速化してユーザーに価値を届けたい制作者のためのセミナー＆ワークショップ」,2018/09/15,14:00〜17:15,ベースキャンプ名古屋愛知県名古屋市中村区名駅3丁目18-5 モンマートビル5階,"",30
685511,https://techplay.jp/event/685511/,【無料/最大5名の少人数制】代理店に丸投げしない！90分で分かるリスティング広告成功の秘訣,2018/08/22,17:00〜18:30,株式会社リアクセル　ミーティングルーム渋谷区渋谷1-7-5　青山セブンハイツ2F,0,5
685512,https://techplay.jp/event/685512/,Pythonデータ分析入門,2018/08/06,19:45〜22:00,渋谷駅徒歩5分東京都渋谷区鶯谷町5-7 第２ヴィラ青山 302,3,12
685513,https://techplay.jp/event/685513/,【初心者歓迎】Python入門講座,2018/08/07,19:45〜22:00,渋谷駅徒歩5分東京都渋谷区鶯谷町5-7 第２ヴィラ青山 302,3,12
685515,https://techplay.jp/event/685515/,「働き方改革 × ECビジネスセミナー」RPA/チャットボットを活用した業務最適化と手軽に始められるソーシャルデータ解析,2018/08/01,15:00〜17:00,日本エンタープライズ株式会社東京都渋谷区渋谷1-17-8 松岡渋谷ビル 7F,1,25
